"timestamp","players"
"2026-01-19T17:50:03Z",222011
"2026-01-19T17:55:03Z",222967
"2026-01-19T18:00:02Z",224168
"2026-01-19T18:05:02Z",225158
"2026-01-19T18:10:03Z",226224
"2026-01-19T18:15:03Z",227370
"2026-01-19T18:20:03Z",228022
"2026-01-19T18:25:03Z",229026
"2026-01-19T18:30:03Z",230236
"2026-01-19T18:35:03Z",231284
"2026-01-19T18:40:03Z",232467
"2026-01-19T18:45:03Z",233413
"2026-01-19T18:50:03Z",233159
"2026-01-19T18:55:02Z",234241
"2026-01-19T19:00:03Z",234771
"2026-01-19T19:05:03Z",235669
"2026-01-19T19:10:02Z",236527
"2026-01-19T19:15:03Z",237651
"2026-01-19T19:20:03Z",238308
"2026-01-19T19:25:03Z",239750
"2026-01-19T19:30:03Z",240428
"2026-01-19T19:35:03Z",241346
"2026-01-19T19:40:02Z",241853
"2026-01-19T19:45:03Z",242510
"2026-01-19T19:50:03Z",242862
"2026-01-19T19:55:03Z",243697
"2026-01-19T20:00:03Z",243916
"2026-01-19T20:05:03Z",244108
"2026-01-19T20:10:03Z",244341
"2026-01-19T20:15:03Z",244698
"2026-01-19T20:20:03Z",245152
"2026-01-19T20:25:02Z",245278
"2026-01-19T20:30:02Z",244949
"2026-01-19T20:35:02Z",244914
"2026-01-19T20:40:02Z",245008
"2026-01-19T20:45:03Z",246513
"2026-01-19T20:50:03Z",246445
"2026-01-19T20:55:03Z",245250
"2026-01-19T21:00:03Z",244997
"2026-01-19T21:05:02Z",244394
"2026-01-19T21:10:03Z",243362
"2026-01-19T21:15:02Z",243033
"2026-01-19T21:20:02Z",242861
"2026-01-19T21:25:02Z",241825
"2026-01-19T21:30:03Z",241390
"2026-01-19T21:35:03Z",240812
"2026-01-19T21:40:03Z",240285
"2026-01-19T21:45:03Z",240077
"2026-01-19T21:50:03Z",239352
"2026-01-19T21:55:03Z",238837
"2026-01-19T22:00:04Z",237702
"2026-01-19T22:05:02Z",236619
"2026-01-19T22:10:02Z",235690
"2026-01-19T22:15:02Z",235172
"2026-01-19T22:20:03Z",234834
"2026-01-19T22:25:02Z",234121
"2026-01-19T22:30:02Z",233517
"2026-01-19T22:35:02Z",233085
"2026-01-19T22:40:03Z",232642
"2026-01-19T22:45:03Z",232000
"2026-01-19T22:50:03Z",231692
"2026-01-19T22:55:02Z",230983
"2026-01-19T23:00:02Z",230274
"2026-01-19T23:05:04Z",229251
"2026-01-19T23:10:03Z",228572
"2026-01-19T23:15:03Z",228088
"2026-01-19T23:20:03Z",227591
"2026-01-19T23:25:02Z",227046
"2026-01-19T23:30:04Z",226916
"2026-01-19T23:35:02Z",225404
"2026-01-19T23:40:02Z",224585
"2026-01-19T23:45:02Z",224482
"2026-01-19T23:50:03Z",224310
"2026-01-19T23:55:02Z",224319
"2026-01-20T00:00:04Z",223992
"2026-01-20T00:05:03Z",223799
"2026-01-20T00:10:02Z",223225
"2026-01-20T00:15:03Z",223299
"2026-01-20T00:20:03Z",223485
"2026-01-20T00:25:03Z",223547
"2026-01-20T00:30:02Z",222749
"2026-01-20T00:35:03Z",222871
"2026-01-20T00:40:03Z",223382
"2026-01-20T00:45:03Z",223730
"2026-01-20T00:50:03Z",223924
"2026-01-20T00:55:03Z",224282
"2026-01-20T01:00:03Z",224404
"2026-01-20T01:05:02Z",224419
"2026-01-20T01:10:03Z",224861
"2026-01-20T01:15:03Z",225139
"2026-01-20T01:20:03Z",225666
"2026-01-20T01:25:03Z",224962
"2026-01-20T01:30:02Z",225640
"2026-01-20T01:35:03Z",225753
"2026-01-20T01:40:02Z",226285
"2026-01-20T01:45:02Z",226941
"2026-01-20T01:50:02Z",227163
"2026-01-20T01:55:03Z",227360
"2026-01-20T02:00:03Z",227734
"2026-01-20T02:05:03Z",227377
"2026-01-20T02:10:02Z",227142
"2026-01-20T02:15:02Z",227308
"2026-01-20T02:20:02Z",226565
"2026-01-20T02:25:02Z",226318
"2026-01-20T02:30:02Z",226259
"2026-01-20T02:35:03Z",225800
"2026-01-20T02:40:03Z",225667
